date,datetime,open,high,low,close,volume,symbol
2019-09-19,2019-09-19T09:01:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:02:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:03:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:04:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:05:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:06:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:07:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:08:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:09:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:10:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:11:00+0900,9180,9180,9180,9180,0,278380
2019-09-19,2019-09-19T09:12:00+0900,9180,9180,9180,9180,1,278380
